entry,Electrophile_SMILES,Nucleophile_SMILES,Ligand_SMILES,Base_SMILES,Solvent_SMILES,yield
321,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CC([O-])C.[Li+],O=CN(C)C,10.49
322,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],CCN(CC)CC,CO,10.52
323,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,OC([O-])=O.[Na+],N#CC,10.54
324,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,OC([O-])=O.[Na+],O=CN(C)C,10.59
325,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[K+].[OH-],N#CC,10.59
326,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCC1,10.61
327,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,[K+].[OH-],O=CN(C)C,10.67
328,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[K+].[OH-],O=CN(C)C,10.72
329,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(P(C(C)(C)C)C(C)(C)C)(C)C,OC([O-])=O.[Na+],N#CC,10.73
330,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[Na+].[OH-],N#CC,10.74
331,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCN(CC)CC,O=CN(C)C,10.75
332,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[K+].[OH-],O=CN(C)C,10.77
333,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,CO,10.87
334,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CC([O-])C.[Li+],N#CC,10.87
335,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,OC([O-])=O.[Na+],O=CN(C)C,10.88
336,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Cs+].[F-],O=CN(C)C,10.88
337,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[K+].[OH-],N#CC,10.92
338,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Na+].[OH-],C1COCC1,10.92
339,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCC1,10.97
340,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CC([O-])C.[Li+],O=CN(C)C,10.98
341,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[K+].[OH-],N#CC,10.99
342,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],CC([O-])C.[Li+],N#CC,11.12
343,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,11.12
344,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(P(C(C)(C)C)C(C)(C)C)(C)C,OC([O-])=O.[Na+],O=CN(C)C,11.13
345,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC([O-])C.[Li+],O=CN(C)C,11.13
346,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,11.14
347,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CC([O-])C.[Li+],O=CN(C)C,11.18
348,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[K+].[OH-],CO,11.2
349,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,OC([O-])=O.[Na+],O=CN(C)C,11.21
350,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,OC([O-])=O.[Na+],N#CC,11.22
351,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,CC([O-])C.[Li+],N#CC,11.28
352,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[Cs+].[F-],N#CC,11.29
353,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],[K+].[OH-],N#CC,11.38
354,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[K+].[OH-],O=CN(C)C,11.43
355,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC([O-])C.[Li+],O=CN(C)C,11.45
356,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[K+].[OH-],C1COCC1,11.46
357,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,C1COCC1,11.47
358,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CC([O-])C.[Li+],O=CN(C)C,11.47
359,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,O=CN(C)C,11.48
360,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CC([O-])C.[Li+],N#CC,11.54
361,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,OC([O-])=O.[Na+],N#CC,11.55
362,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,OC([O-])=O.[Na+],O=CN(C)C,11.56
363,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCN(CC)CC,N#CC,11.6
364,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CC([O-])C.[Li+],O=CN(C)C,11.6
365,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,OC([O-])=O.[Na+],N#CC,11.63
366,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CC([O-])C.[Li+],CO,11.64
367,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[Cs+].[F-],O=CN(C)C,11.67
368,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[Cs+].[F-],CO,11.68
369,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC([O-])C.[Li+],O=CN(C)C,11.72
370,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[K+].[OH-],O=CN(C)C,11.74
371,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[K+].[OH-],O=CN(C)C,11.77
372,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,OC([O-])=O.[Na+],O=CN(C)C,11.78
373,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=CN(C)C,11.79
374,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=CN(C)C,11.81
375,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[K+].[OH-],CO,11.81
376,IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,CC([O-])C.[Li+],O=CN(C)C,11.82
377,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Cs+].[F-],C1COCC1,11.83
378,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,OC([O-])=O.[Na+],N#CC,11.83
379,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,OC([O-])=O.[Na+],O=CN(C)C,11.83
380,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=CN(C)C,11.86
381,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,CC([O-])C.[Li+],N#CC,11.88
382,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,11.89
383,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,OC([O-])=O.[Na+],O=CN(C)C,11.9
384,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=CN(C)C,11.91
385,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,OC([O-])=O.[Na+],CO,11.91
386,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CO,11.91
387,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Na+].[OH-],O=CN(C)C,11.93
388,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[Cs+].[F-],N#CC,11.93
389,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=CN(C)C,11.93
390,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],CCN(CC)CC,N#CC,11.94
391,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[K+].[OH-],O=CN(C)C,11.94
392,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[K+].[OH-],CO,11.95
393,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[Na+].[OH-],C1COCC1,11.97
394,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,CCN(CC)CC,N#CC,11.97
395,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[Cs+].[F-],O=CN(C)C,12
396,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC([O-])C.[Li+],N#CC,12
397,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[K+].[OH-],N#CC,12.01
398,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[K+].[OH-],N#CC,12.03
399,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,12.04
400,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,12.05
401,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[Cs+].[F-],C1COCC1,12.06
402,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCN(CC)CC,O=CN(C)C,12.06
403,IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,CC(P(C(C)(C)C)C(C)(C)C)(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],O=CN(C)C,12.07
404,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[K+].[OH-],N#CC,12.11
405,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCN(CC)CC,N#CC,12.12
406,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,OC([O-])=O.[Na+],O=CN(C)C,12.14
407,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[K+].[OH-],N#CC,12.17
408,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[Cs+].[F-],N#CC,12.19
409,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,OC([O-])=O.[Na+],CO,12.2
410,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CC([O-])C.[Li+],C1COCC1,12.2
411,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,[K+].[OH-],O=CN(C)C,12.2
412,O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,OC([O-])=O.[Na+],O=CN(C)C,12.2
413,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[Cs+].[F-],N#CC,12.2
